amount,"['financepy.finutils.FinAmount', 'financepy.finutils.FinAmount.amount', 'financepy.finutils.FinMath.maximum']"
small,"['financepy.market.volatility.FinlborCapVolCurve', 'financepy.market.volatility.FinlborCapVolCurve.capVol', 'financepy.market.volatility.FinlborCapVolCurveFn', 'financepy.market.volatility.FinlborCapVolCurveFn.capFloorletVol']"
mega,"['financepy.market.volatility.FinlborCapVolCurve', 'financepy.market.volatility.FinlborCapVolCurve.capVol', 'financepy.market.volatility.FinlborCapVolCurveFn', 'financepy.market.volatility.FinlborCapVolCurveFn.capFloorletVol']"
finlbor,"['financepy.market.volatility.FinlborCapVolCurve', 'financepy.market.volatility.FinlborCapVolCurveFn']"
caplet,"['financepy.market.volatility.FinlborCapVolCurve.generateCapletVols', 'financepy.market.volatility.FinlborCapVolCurve.capletVol']"
vols,['financepy.market.volatility.FinlborCapVolCurve.generateCapletVols']
generate,['financepy.market.volatility.FinlborCapVolCurve.generateCapletVols']
profit,['financepy.market.volatility.FinlborCapVolCurve.generateCapletVols']
enough,['financepy.market.volatility.FinlborCapVolCurve.generateCapletVols']
fn,['financepy.market.volatility.FinlborCapVolCurveFn']
floorlet,['financepy.market.volatility.FinlborCapVolCurveFn.capFloorletVol']
